Date,Open,High,Low,Close,Adj Close,Volume
2023-10-26,1100.050049,1120.000000,1098.150024,1115.449951,1103.552856,7099401
2023-10-27,1119.949951,1125.949951,1114.050049,1120.550049,1108.598633,1382498
2023-10-30,1120.550049,1138.900024,1115.500000,1126.900024,1114.880859,2255915
2023-10-31,1126.900024,1137.150024,1115.550049,1133.150024,1121.064209,1194765
2023-11-01,1130.949951,1138.000000,1119.949951,1125.099976,1113.099976,1288497
2023-11-02,1125.000000,1130.000000,1113.800049,1115.500000,1115.500000,2493118
2023-11-03,1124.000000,1136.000000,1116.000000,1133.099976,1133.099976,1108121
2023-11-06,1137.500000,1144.800049,1134.349976,1142.150024,1142.150024,572330
2023-11-07,1142.000000,1150.300049,1136.550049,1149.000000,1149.000000,902481
2023-11-08,1151.750000,1152.849976,1137.050049,1139.150024,1139.150024,806162
2023-11-09,1140.000000,1141.000000,1117.199951,1123.949951,1123.949951,6042108
2023-11-10,1122.000000,1139.750000,1121.500000,1138.150024,1138.150024,706806
2023-11-13,1140.599976,1142.150024,1128.000000,1131.349976,1131.349976,435537
2023-11-15,1145.000000,1178.849976,1143.500000,1173.750000,1173.750000,2816201
2023-11-16,1175.000000,1214.949951,1167.400024,1207.199951,1207.199951,2294942
2023-11-17,1212.199951,1213.949951,1198.000000,1202.750000,1202.750000,1176628
2023-11-20,1204.900024,1222.500000,1202.750000,1211.800049,1211.800049,1077366
2023-11-21,1219.949951,1221.150024,1200.400024,1204.500000,1204.500000,1129326
2023-11-22,1205.000000,1218.000000,1204.000000,1215.400024,1215.400024,750622
2023-11-23,1215.000000,1220.900024,1206.949951,1210.900024,1210.900024,651637
2023-11-24,1212.050049,1214.949951,1195.099976,1197.849976,1197.849976,884921
2023-11-28,1195.099976,1209.000000,1186.000000,1202.400024,1202.400024,910795
2023-11-29,1207.000000,1234.599976,1206.650024,1221.699951,1221.699951,1898448
2023-11-30,1222.000000,1228.300049,1208.699951,1220.949951,1220.949951,2978406
2023-12-01,1226.800049,1226.800049,1211.550049,1220.550049,1220.550049,1017856
2023-12-04,1238.000000,1249.199951,1218.000000,1223.900024,1223.900024,1581599
2023-12-05,1224.000000,1226.250000,1208.849976,1220.599976,1220.599976,1499843
2023-12-06,1223.000000,1247.000000,1218.650024,1225.199951,1225.199951,2637916
2023-12-07,1226.000000,1231.000000,1220.099976,1223.250000,1223.250000,1076885
2023-12-08,1230.000000,1237.949951,1217.250000,1225.300049,1225.300049,2642571
2023-12-11,1231.000000,1240.500000,1225.300049,1233.300049,1233.300049,1558876
2023-12-12,1237.949951,1245.000000,1218.650024,1226.150024,1226.150024,1114846
2023-12-13,1226.000000,1233.949951,1197.050049,1216.099976,1216.099976,3025706
2023-12-14,1235.000000,1269.800049,1230.150024,1264.699951,1264.699951,5287733
2023-12-15,1270.000000,1324.800049,1262.500000,1306.099976,1306.099976,5900381
2023-12-18,1305.000000,1333.050049,1286.449951,1291.750000,1291.750000,2671348
2023-12-19,1300.000000,1300.949951,1269.199951,1281.449951,1281.449951,1717860
2023-12-20,1291.000000,1314.000000,1238.199951,1248.599976,1248.599976,2860865
2023-12-21,1232.000000,1258.550049,1226.000000,1250.099976,1250.099976,3337533
2023-12-22,1260.000000,1280.900024,1242.500000,1275.150024,1275.150024,2297352
2023-12-26,1275.000000,1288.750000,1260.550049,1282.000000,1282.000000,1720830
2023-12-27,1287.900024,1291.500000,1267.250000,1280.150024,1280.150024,1584695
2023-12-28,1285.000000,1289.000000,1270.550049,1285.949951,1285.949951,2284964
2023-12-29,1285.949951,1291.949951,1268.099976,1272.650024,1272.650024,1187193
2024-01-01,1273.000000,1303.800049,1265.250000,1297.150024,1297.150024,1776828
2024-01-02,1298.000000,1299.099976,1272.849976,1278.099976,1278.099976,1615064
2024-01-03,1265.000000,1274.000000,1240.000000,1244.199951,1244.199951,2231707
2024-01-04,1250.099976,1254.699951,1231.699951,1247.500000,1247.500000,3355191
2024-01-05,1254.900024,1271.849976,1245.550049,1248.300049,1248.300049,1756868
2024-01-08,1250.199951,1254.250000,1221.400024,1228.949951,1228.949951,1320667
2024-01-09,1240.550049,1251.199951,1232.599976,1235.650024,1235.650024,994439
2024-01-10,1236.500000,1246.449951,1228.300049,1240.900024,1240.900024,808638
2024-01-11,1240.900024,1261.800049,1240.900024,1249.400024,1249.400024,930492
2024-01-12,1271.800049,1311.750000,1267.000000,1308.050049,1308.050049,5023455
2024-01-15,1335.000000,1401.500000,1333.849976,1337.650024,1337.650024,6012767
2024-01-16,1330.099976,1332.199951,1310.500000,1320.400024,1320.400024,1883106
2024-01-17,1306.000000,1334.500000,1305.250000,1326.750000,1326.750000,2313059
2024-01-18,1326.699951,1369.500000,1306.000000,1355.150024,1355.150024,4533782
2024-01-19,1373.900024,1397.849976,1355.000000,1389.900024,1389.900024,4463826
2024-01-22,1389.900024,1389.900024,1389.900024,1389.900024,1389.900024,0
2024-01-23,1396.500000,1416.300049,1356.750000,1366.650024,1366.650024,2683661
2024-01-24,1372.949951,1410.500000,1365.550049,1407.949951,1407.949951,2008135
2024-01-25,1348.000000,1356.349976,1312.050049,1322.050049,1322.050049,8424862
